,projectname,packagename,classqualifiedname,classname,ori_package,tar_package,ori_CBO,ori_MPC_max,ori_MPC_ave,ori_MPC_sum,tar_CBO,tar_MPC_max,tar_MPC_ave,tar_MPC_sum,label
2364,android-backup-extractor-20140630,org.bouncycastle.jcajce.spec,org.bouncycastle.jcajce.spec.RepeatedSecretKeySpec,RepeatedSecretKeySpec,org.bouncycastle.jcajce.spec,org.bouncycastle.pqc.math.ntru.polynomial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,android-backup-extractor-20140630,org.bouncycastle.jcajce.spec,org.bouncycastle.jcajce.spec.RepeatedSecretKeySpec,RepeatedSecretKeySpec,org.bouncycastle.pqc.math.ntru.polynomial,org.bouncycastle.jcajce.spec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2366,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECGOST3410NamedCurveTable,ECGOST3410NamedCurveTable,org.bouncycastle.jce,org.bouncycastle.apache.bzip2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECGOST3410NamedCurveTable,ECGOST3410NamedCurveTable,org.bouncycastle.apache.bzip2,org.bouncycastle.jce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2368,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.X509KeyUsage,X509KeyUsage,org.bouncycastle.jce,org.bouncycastle.jcajce.provider.asymmetric.elgamal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.X509KeyUsage,X509KeyUsage,org.bouncycastle.jcajce.provider.asymmetric.elgamal,org.bouncycastle.jce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2370,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECNamedCurveTable,ECNamedCurveTable,org.bouncycastle.jce,org.bouncycastle.jcajce.provider.asymmetric.ies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECNamedCurveTable,ECNamedCurveTable,org.bouncycastle.jcajce.provider.asymmetric.ies,org.bouncycastle.jce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2372,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.PrincipalUtil,PrincipalUtil,org.bouncycastle.jce,org.bouncycastle.crypto.params,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.PrincipalUtil,PrincipalUtil,org.bouncycastle.crypto.params,org.bouncycastle.jce,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2374,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.X509LDAPCertStoreParameters,X509LDAPCertStoreParameters,org.bouncycastle.jce,org.bouncycastle.pqc.jcajce.spec,1.0,70.0,6.363636363636363,70.0,0.0,0.0,0.0,0.0,0.0
2375,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.X509LDAPCertStoreParameters,X509LDAPCertStoreParameters,org.bouncycastle.pqc.jcajce.spec,org.bouncycastle.jce,0.0,0.0,0.0,0.0,1.0,70.0,6.363636363636363,70.0,1.0
2376,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.PKCS12Util,PKCS12Util,org.bouncycastle.jce,org.bouncycastle.jcajce.provider.asymmetric.x509,1.0,1.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0
2377,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.PKCS12Util,PKCS12Util,org.bouncycastle.jcajce.provider.asymmetric.x509,org.bouncycastle.jce,0.0,0.0,0.0,0.0,1.0,1.0,0.09090909090909091,1.0,1.0
2378,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECKeyUtil,ECKeyUtil,org.bouncycastle.jce,org.bouncycastle.crypto.ec,1.0,2.0,0.18181818181818182,2.0,0.0,0.0,0.0,0.0,0.0
2379,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECKeyUtil,ECKeyUtil,org.bouncycastle.crypto.ec,org.bouncycastle.jce,0.0,0.0,0.0,0.0,1.0,2.0,0.18181818181818182,2.0,1.0
2380,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.MultiCertStoreParameters,MultiCertStoreParameters,org.bouncycastle.jce,org.bouncycastle.pqc.crypto.rainbow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.MultiCertStoreParameters,MultiCertStoreParameters,org.bouncycastle.pqc.crypto.rainbow,org.bouncycastle.jce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2382,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECPointUtil,ECPointUtil,org.bouncycastle.jce,org.bouncycastle.jcajce.provider.digest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.ECPointUtil,ECPointUtil,org.bouncycastle.jcajce.provider.digest,org.bouncycastle.jce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2384,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.X509Principal,X509Principal,org.bouncycastle.jce,org.bouncycastle.crypto.util,2.0,1.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0
2385,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.X509Principal,X509Principal,org.bouncycastle.crypto.util,org.bouncycastle.jce,0.0,0.0,0.0,0.0,2.0,1.0,0.09090909090909091,1.0,1.0
2386,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.PKCS10CertificationRequest,PKCS10CertificationRequest,org.bouncycastle.jce,org.bouncycastle.jce.exception,1.0,16.0,1.4545454545454546,16.0,0.0,0.0,0.0,0.0,0.0
2387,android-backup-extractor-20140630,org.bouncycastle.jce,org.bouncycastle.jce.PKCS10CertificationRequest,PKCS10CertificationRequest,org.bouncycastle.jce.exception,org.bouncycastle.jce,0.0,0.0,0.0,0.0,1.0,16.0,1.4545454545454546,16.0,1.0
2388,android-backup-extractor-20140630,org.bouncycastle.jce.examples,org.bouncycastle.jce.examples.PKCS12Example,PKCS12Example,org.bouncycastle.jce.examples,org.bouncycastle.pqc.crypto.rainbow.util,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2389,android-backup-extractor-20140630,org.bouncycastle.jce.examples,org.bouncycastle.jce.examples.PKCS12Example,PKCS12Example,org.bouncycastle.pqc.crypto.rainbow.util,org.bouncycastle.jce.examples,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0
2390,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtCertificateEncodingException,ExtCertificateEncodingException,org.bouncycastle.jce.exception,org.bouncycastle.jcajce.provider.asymmetric.x509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtCertificateEncodingException,ExtCertificateEncodingException,org.bouncycastle.jcajce.provider.asymmetric.x509,org.bouncycastle.jce.exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2392,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtException,ExtException,org.bouncycastle.jce.exception,org.bouncycastle.crypto.tls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtException,ExtException,org.bouncycastle.crypto.tls,org.bouncycastle.jce.exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2394,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtCertPathBuilderException,ExtCertPathBuilderException,org.bouncycastle.jce.exception,org.bouncycastle.asn1.kisa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtCertPathBuilderException,ExtCertPathBuilderException,org.bouncycastle.asn1.kisa,org.bouncycastle.jce.exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2396,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtCertPathValidatorException,ExtCertPathValidatorException,org.bouncycastle.jce.exception,org.bouncycastle.crypto.parsers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtCertPathValidatorException,ExtCertPathValidatorException,org.bouncycastle.crypto.parsers,org.bouncycastle.jce.exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2398,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtIOException,ExtIOException,org.bouncycastle.jce.exception,org.bouncycastle.jcajce.provider.asymmetric.elgamal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,android-backup-extractor-20140630,org.bouncycastle.jce.exception,org.bouncycastle.jce.exception.ExtIOException,ExtIOException,org.bouncycastle.jcajce.provider.asymmetric.elgamal,org.bouncycastle.jce.exception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2400,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.PKCS12BagAttributeCarrier,PKCS12BagAttributeCarrier,org.bouncycastle.jce.interfaces,org.bouncycastle.pqc.jcajce.provider.mceliece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.PKCS12BagAttributeCarrier,PKCS12BagAttributeCarrier,org.bouncycastle.pqc.jcajce.provider.mceliece,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2402,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ElGamalPrivateKey,ElGamalPrivateKey,org.bouncycastle.jce.interfaces,org.bouncycastle.pqc.crypto.gmss.util,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ElGamalPrivateKey,ElGamalPrivateKey,org.bouncycastle.pqc.crypto.gmss.util,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2404,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECKey,ECKey,org.bouncycastle.jce.interfaces,org.bouncycastle.jcajce.provider.keystore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECKey,ECKey,org.bouncycastle.jcajce.provider.keystore,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2406,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410Key,GOST3410Key,org.bouncycastle.jce.interfaces,org.bouncycastle.asn1.gnu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410Key,GOST3410Key,org.bouncycastle.asn1.gnu,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2408,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.MQVPrivateKey,MQVPrivateKey,org.bouncycastle.jce.interfaces,org.bouncycastle.x509.util,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.MQVPrivateKey,MQVPrivateKey,org.bouncycastle.x509.util,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2410,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.MQVPublicKey,MQVPublicKey,org.bouncycastle.jce.interfaces,org.bouncycastle.asn1.smime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.MQVPublicKey,MQVPublicKey,org.bouncycastle.asn1.smime,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2412,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ElGamalKey,ElGamalKey,org.bouncycastle.jce.interfaces,org.bouncycastle.asn1.pkcs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ElGamalKey,ElGamalKey,org.bouncycastle.asn1.pkcs,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2414,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECPublicKey,ECPublicKey,org.bouncycastle.jce.interfaces,org.bouncycastle.pqc.crypto.mceliece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECPublicKey,ECPublicKey,org.bouncycastle.pqc.crypto.mceliece,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2416,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ElGamalPublicKey,ElGamalPublicKey,org.bouncycastle.jce.interfaces,org.bouncycastle.asn1.cms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ElGamalPublicKey,ElGamalPublicKey,org.bouncycastle.asn1.cms,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2418,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410PrivateKey,GOST3410PrivateKey,org.bouncycastle.jce.interfaces,org.bouncycastle.crypto.encodings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410PrivateKey,GOST3410PrivateKey,org.bouncycastle.crypto.encodings,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2420,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.IESKey,IESKey,org.bouncycastle.jce.interfaces,org.bouncycastle.jcajce.provider.symmetric.util,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.IESKey,IESKey,org.bouncycastle.jcajce.provider.symmetric.util,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2422,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410PublicKey,GOST3410PublicKey,org.bouncycastle.jce.interfaces,org.bouncycastle.crypto.params,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410PublicKey,GOST3410PublicKey,org.bouncycastle.crypto.params,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2424,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.BCKeyStore,BCKeyStore,org.bouncycastle.jce.interfaces,org.bouncycastle.asn1.gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.BCKeyStore,BCKeyStore,org.bouncycastle.asn1.gnu,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2426,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410Params,GOST3410Params,org.bouncycastle.jce.interfaces,org.bouncycastle.crypto.agreement.jpake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.GOST3410Params,GOST3410Params,org.bouncycastle.crypto.agreement.jpake,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2428,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECPrivateKey,ECPrivateKey,org.bouncycastle.jce.interfaces,org.bouncycastle.crypto.ec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECPrivateKey,ECPrivateKey,org.bouncycastle.crypto.ec,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2430,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECPointEncoder,ECPointEncoder,org.bouncycastle.jce.interfaces,org.bouncycastle.asn1.x509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,android-backup-extractor-20140630,org.bouncycastle.jce.interfaces,org.bouncycastle.jce.interfaces.ECPointEncoder,ECPointEncoder,org.bouncycastle.asn1.x509,org.bouncycastle.jce.interfaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2432,android-backup-extractor-20140630,org.bouncycastle.jce.netscape,org.bouncycastle.jce.netscape.NetscapeCertRequest,NetscapeCertRequest,org.bouncycastle.jce.netscape,org.bouncycastle.asn1.smime,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
2433,android-backup-extractor-20140630,org.bouncycastle.jce.netscape,org.bouncycastle.jce.netscape.NetscapeCertRequest,NetscapeCertRequest,org.bouncycastle.asn1.smime,org.bouncycastle.jce.netscape,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0
2434,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEElGamalPrivateKey,JCEElGamalPrivateKey,org.bouncycastle.jce.provider,org.bouncycastle.jcajce.provider.asymmetric.gost,1.0,2.0,0.037037037037037035,2.0,0.0,0.0,0.0,0.0,0.0
2435,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEElGamalPrivateKey,JCEElGamalPrivateKey,org.bouncycastle.jcajce.provider.asymmetric.gost,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,1.0,2.0,0.037037037037037035,2.0,1.0
2436,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreCertCollection,X509StoreCertCollection,org.bouncycastle.jce.provider,org.bouncycastle.asn1.isismtt.x509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreCertCollection,X509StoreCertCollection,org.bouncycastle.asn1.isismtt.x509,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2438,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEECPublicKey,JCEECPublicKey,org.bouncycastle.jce.provider,org.bouncycastle.crypto.tls,2.0,16.0,0.2962962962962963,16.0,0.0,0.0,0.0,0.0,0.0
2439,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEECPublicKey,JCEECPublicKey,org.bouncycastle.crypto.tls,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,2.0,16.0,0.2962962962962963,16.0,1.0
2440,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreCertPairCollection,X509StoreCertPairCollection,org.bouncycastle.jce.provider,org.bouncycastle.crypto.signers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreCertPairCollection,X509StoreCertPairCollection,org.bouncycastle.crypto.signers,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2442,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreLDAPCerts,X509StoreLDAPCerts,org.bouncycastle.jce.provider,org.bouncycastle.pqc.crypto.gmss,1.0,2.0,0.037037037037037035,2.0,0.0,0.0,0.0,0.0,0.0
2443,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreLDAPCerts,X509StoreLDAPCerts,org.bouncycastle.pqc.crypto.gmss,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,1.0,2.0,0.037037037037037035,2.0,1.0
2444,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.PKIXNameConstraintValidatorException,PKIXNameConstraintValidatorException,org.bouncycastle.jce.provider,org.bouncycastle.crypto.params,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.PKIXNameConstraintValidatorException,PKIXNameConstraintValidatorException,org.bouncycastle.crypto.params,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2446,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JDKDSAPublicKey,JDKDSAPublicKey,org.bouncycastle.jce.provider,org.bouncycastle.jcajce.provider.digest,1.0,10.0,0.18518518518518517,10.0,0.0,0.0,0.0,0.0,0.0
2447,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JDKDSAPublicKey,JDKDSAPublicKey,org.bouncycastle.jcajce.provider.digest,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,1.0,10.0,0.18518518518518517,10.0,1.0
2448,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEECPrivateKey,JCEECPrivateKey,org.bouncycastle.jce.provider,org.bouncycastle.jcajce.provider.keystore.bc,2.0,13.0,0.25925925925925924,14.0,0.0,0.0,0.0,0.0,0.0
2449,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEECPrivateKey,JCEECPrivateKey,org.bouncycastle.jcajce.provider.keystore.bc,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,2.0,13.0,0.25925925925925924,14.0,1.0
2450,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.PKIXNameConstraintValidator,PKIXNameConstraintValidator,org.bouncycastle.jce.provider,org.bouncycastle.asn1.ess,3.0,115.0,2.1296296296296298,115.0,0.0,0.0,0.0,0.0,0.0
2451,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.PKIXNameConstraintValidator,PKIXNameConstraintValidator,org.bouncycastle.asn1.ess,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,3.0,115.0,2.1296296296296298,115.0,1.0
2452,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEElGamalPublicKey,JCEElGamalPublicKey,org.bouncycastle.jce.provider,org.bouncycastle.asn1.x500.style,1.0,1.0,0.018518518518518517,1.0,0.0,0.0,0.0,0.0,0.0
2453,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.JCEElGamalPublicKey,JCEElGamalPublicKey,org.bouncycastle.asn1.x500.style,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,1.0,1.0,0.018518518518518517,1.0,1.0
2454,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509CertPairParser,X509CertPairParser,org.bouncycastle.jce.provider,org.bouncycastle.crypto.agreement.srp,1.0,2.0,0.037037037037037035,2.0,0.0,0.0,0.0,0.0,0.0
2455,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509CertPairParser,X509CertPairParser,org.bouncycastle.crypto.agreement.srp,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,1.0,2.0,0.037037037037037035,2.0,1.0
2456,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreLDAPCRLs,X509StoreLDAPCRLs,org.bouncycastle.jce.provider,org.bouncycastle.x509.util,0.0,0.0,0.0,0.0,1.0,6.0,2.0,6.0,0.0
2457,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreLDAPCRLs,X509StoreLDAPCRLs,org.bouncycastle.x509.util,org.bouncycastle.jce.provider,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0
2458,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreAttrCertCollection,X509StoreAttrCertCollection,org.bouncycastle.jce.provider,org.bouncycastle.crypto.prng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreAttrCertCollection,X509StoreAttrCertCollection,org.bouncycastle.crypto.prng,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2460,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreLDAPCertPairs,X509StoreLDAPCertPairs,org.bouncycastle.jce.provider,org.bouncycastle.asn1.ntt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreLDAPCertPairs,X509StoreLDAPCertPairs,org.bouncycastle.asn1.ntt,org.bouncycastle.jce.provider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2462,android-backup-extractor-20140630,org.bouncycastle.jce.provider,org.bouncycastle.jce.provider.X509StoreLDAPAttrCerts,X509StoreLDAPAttrCerts,org.bouncycastle.jce.provider,org.bouncycastle.jce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
